,category,event_name,gender,age,marital_status,session_id,device,client_time,latitude,longitude,state
223,Sports,View Project,F,18-24,married,ab5278c57a5d4fc1bdc02cd780af96fe,android,1393643500,33.776305,-84.397976,GA
224,Environment,View Project,F,35-44,married,ccbefedef8c54bafaa8c51a131a6069b,iOS,1393643603,40.36502,-79.58406,PA
225,Environment,View Project,F,55+,single,59858c6729f148998b1f551164ac1a8f,iOS,1393643624,32.801252,-97.195241,TX
226,Sports,View Project,F,18-24,single,bb847a44d3024a76be3ad0f9338398cb,android,1393643628,39.93242,-105.287967,CO
227,Sports,View Project,F,18-24,single,e326b39cc36b4647aa2decf96eea4bfc,android,1393643633,38.863452,-77.193915,VA
228,Sports,View Project,M,55+,married,56859a79c2ac438da9f0aa58f0d6e249,iOS,1393643717,42.766426,-71.61887,NH
229,Sports,View Project,U,18-24,married,e84ed502ee5747478450785a97350437,iOS,1393643743,40.129416,-104.970816,CO
230,Environment,View Project,M,35-44,married,06e4ffb2612a4a6a978ef158991e86a4,iOS,1393643764,45.145945,-123.385904,OR
231,Sports,View Project,M,45-54,married,ffdff9e658e245a1b13540b04ca13f5a,iOS,1393643806,39.470986,-87.41107,IN
232,Sports,View Project,F,18-24,married,6b302feec42b41a4ba13d7dd74618d92,android,1393643904,33.757806,-84.433649,GA
233,Sports,View Project,M,18-24,married,8369db316b504650b26e35b7d7d52ad7,android,1393643907,37.083098,-113.558068,UT
234,Environment,View Project,F,18-24,married,ebc1159a10d24baeb382cf1d853c6f1f,iOS,1393643920,45.45509,-122.696724,OR
235,Sports,View Project,M,25-34,married,97ee02333475422d902b41473812d2ca,iOS,1393644252,39.897708,-86.009447,IN
236,Environment,View Project,F,18-24,married,318a9dde015b495084008757e9b0f228,android,1393644261,39.857259,-105.12344,CO
237,Environment,View Project,F,18-24,single,6424ba1e168b42588d79bdf5192b65f4,iOS,1393644383,39.835086,-105.105775,CO
238,Sports,View Project,U,25-34,single,1d5f53f47c1c48ddb25a128f1cf09a7d,iOS,1393644401,33.786594,-118.298662,CA
239,Sports,View Project,M,18-24,married,c81a35f3e6b44bc380ea9ec9580071f8,iOS,1393644438,45.408374,-122.691388,OR
240,Sports,View Project,M,18-24,married,324008b4e0184b61b0c37fb5f9af33de,android,1393644439,45.408374,-122.691388,OR
241,Sports,View Project,M,35-44,single,e72592452acb47e78797efd7194b15f2,iOS,1393644492,34.127398,-84.481787,GA
242,Sports,View Project,F,55+,single,882495a7c65e4525aabb70c19f575f1d,iOS,1393644521,41.704931,-71.849772,CT
243,Environment,View Project,M,18-24,single,183058c93c694bb4938878a5f042fad8,android,1393644545,40.563589,-89.543319,IL
244,Sports,View Project,M,18-24,married,bc1e4b5269ed462e8a537cfff85170bc,iOS,1393644594,33.797854,-84.387726,GA
245,Environment,View Project,M,45-54,married,2876621906d14184a9f8550e9e9c183c,android,1393644602,32.682883,-96.779278,TX
246,Sports,View Project,M,18-24,married,8091a8d3973e47a29a9c7024d1146fea,android,1393644618,32.289861,-87.219864,AL
247,Sports,View Project,U,25-34,single,de3a3c1cdee04c98a6cf80b689edff41,android,1393644629,39.960912,-75.19668,PA
248,Sports,View Project,M,25-34,single,ab711c580b2c46b2b7a3034e9dbad272,iOS,1393644863,40.716888,-73.766897,NY
249,Sports,View Project,F,25-34,married,6980848123284869b2ac7e5eeb263aec,iOS,1393644886,40.023673,-87.475513,IN
250,Environment,View Project,M,18-24,married,e2f88422b5ea4aaca629332bbbd04fb1,iOS,1393644924,33.797854,-84.387726,GA
251,Sports,View Project,F,35-44,married,a9c3574d2c114c23a3e26f06a4991b94,android,1393644927,43.076926,-83.690207,MI
252,Sports,View Project,F,18-24,married,74b0fa012a3844e3a6d38e6dafc8c485,iOS,1393645053,45.45509,-122.696724,OR
253,Environment,View Project,F,18-24,married,4385f95fbde14387a3ac29821b4167d4,iOS,1393645118,38.321125,-86.823444,IN
254,Environment,View Project,U,18-24,married,c0cecb88f34a4ddcb5f91c91a24d8512,iOS,1393645198,45.408077,-122.723058,OR
255,Environment,View Project,M,18-24,married,9e01d8abb20240bd99bd8ecb348ccdbb,iOS,1393645199,33.844371,-84.47405,GA
256,Sports,View Project,F,18-24,single,7c0aa3b181e7426dbe5b463668fdabfe,iOS,1393645373,41.149494,-73.98827,NY
257,Sports,View Project,M,18-24,single,5480e080875f4374826aaf4ed4685dd3,iOS,1393645389,45.408077,-122.723058,OR
258,Sports,View Project,M,18-24,married,d11eacdf643c4192abc35fd54f4eb684,android,1393645566,45.408077,-122.723058,OR
259,Environment,View Project,M,55+,married,71ccb62500694a51b8058ef237b83463,iOS,1393645603,39.619923,-85.46554,IN
260,Environment,View Project,M,18-24,single,263a0bffac984dd68f46cebc40480fe1,android,1393645719,44.117868,-123.074193,OR
261,Sports,View Project,M,55+,married,06ff70d5317d41de9ad16f0073db1ca8,android,1393645721,40.489378,-111.485127,UT
262,Sports,View Project,M,18-24,single,bc147c1b18ed424487e666a48f531d23,android,1393645783,45.408077,-122.723058,OR
263,Sports,View Project,M,18-24,single,c57af31dd87444d6a5ec97cc235ec75e,iOS,1393645845,33.834989,-84.386826,GA
264,Environment,View Project,M,55+,married,f588d171a88d46f3b4d98d231cbed6cf,iOS,1393645927,39.230326,-86.469187,IN
265,Environment,View Project,F,18-24,married,6e99a7b6e44b4f78a724e49974c693ef,iOS,1393645940,45.408374,-122.691388,OR
266,Sports,View Project,M,25-34,married,4ac2618a146d40ae8f4f8e7ba057a58f,android,1393645978,40.591006,-74.150741,NY
267,Sports,View Project,U,35-44,single,1acbf61db82b4c599f9ab6662b4f325d,android,1393646123,26.645895,-80.430269,FL
268,Sports,View Project,F,18-24,married,55a383f612d74260ae7e17d2ba7817ef,android,1393646178,45.343615,-122.664926,OR
269,Sports,View Project,U,45-54,married,fc75d98336c84ed389ed4310f0fcf008,iOS,1393646251,40.19855,-85.509272,IN
270,Environment,View Project,U,18-24,married,a5d4db11c15c401d8c5cb504030aeb20,iOS,1393646365,35.074168,-78.964952,NC
271,Sports,View Project,M,18-24,married,d8e1c9153e3649d79fb7b8d7f9c7a949,iOS,1393646385,39.814481,-105.128173,CO
272,Environment,View Project,M,25-34,married,1bc256321619432db9dde0579db3cffa,android,1393646421,40.000696,-74.256821,NJ
273,Sports,View Project,M,18-24,single,614db21eea204c538c8ba1a080795f18,iOS,1393646489,45.371478,-122.874613,OR
274,Environment,View Project,F,25-34,married,3956d2213e92420e99cf46c6aff43942,iOS,1393646564,39.039974,-77.044449,MD
275,Sports,View Project,F,55+,married,94f05588c0a0467095deabd0ee2b32be,android,1393646712,40.813929,-73.884104,NY
276,Environment,View Project,M,55+,married,b6532df4a67f4969957086c4748b430c,iOS,1393646719,39.894912,-85.792762,IN
277,Environment,View Project,U,18-24,single,d138ec8435c143ac94924eb327c15619,android,1393646770,33.760505,-84.399626,GA
278,Environment,View Project,M,18-24,married,25862e7c7b8748ed9fab729316454456,iOS,1393646774,45.343615,-122.664926,OR
279,Environment,View Project,M,18-24,married,d36e16cdfcde46058868eec51065d7aa,iOS,1393646804,39.910774,-105.010886,CO
280,Sports,View Project,M,18-24,married,a42f236e77d64c6dac5cabda2b0700b0,iOS,1393646812,40.129416,-104.970816,CO
281,Sports,View Project,F,45-54,married,501fd6ccd36f4804ae1c25c52d381d0b,android,1393646849,41.693802,-71.133088,MA
282,Environment,View Project,F,18-24,single,2996ed72d0e04d2da92a1611f451107b,iOS,1393646853,45.45509,-122.696724,OR
283,Sports,View Project,F,55+,single,fd76fc0a0f544745bc09d1d9b7e646e2,iOS,1393646884,34.785543,-84.771623,GA
284,Environment,View Project,M,18-24,single,0cb4ba55e74a4477bc1924e2323abe26,android,1393646928,35.24346,-90.011979,TN
285,Environment,View Project,F,18-24,married,d2bc3d2436f943e6b89cd10dc3eb9df2,iOS,1393646963,39.191447,-85.891338,IN
286,Environment,View Project,M,25-34,single,367fd449fc964aa4b8db2984eb069fa4,iOS,1393647114,41.839679,-88.088716,IL
287,Environment,View Project,M,18-24,married,4574aff8408842a39489fb37ce93c3e5,iOS,1393647125,40.650476,-85.943552,IN
288,Environment,View Project,F,18-24,single,5215839d1c6d4f249c73ada212a63aeb,iOS,1393647266,40.063935,-105.390027,CO
289,Sports,View Project,U,18-24,married,e7d20fdcc2a84311bc9df5e25dceb1cc,iOS,1393647284,45.408374,-122.691388,OR
290,Environment,View Project,F,55+,married,9fb4e242768046409b00eff8399902a3,android,1393647285,42.512946,-70.904237,MA
291,Sports,View Project,F,18-24,single,824c049b54c44f66a96530d613eec090,android,1393647355,33.757806,-84.433649,GA
292,Environment,View Project,F,18-24,single,105f0aa0cc3a44238f138f9279be26d1,iOS,1393647371,42.565145,-70.853843,MA
293,Sports,View Project,F,35-44,married,ffc1fdad55a94e9bab68c720621f1f9e,iOS,1393647454,40.045073,-87.175046,IN
294,Sports,View Project,F,18-24,married,3858e1eacec142e1b1054bc619ab634e,iOS,1393647650,33.844371,-84.47405,GA
295,Environment,View Project,M,18-24,married,ee6de8d82f234a5193e2ada84f75e7d4,iOS,1393647654,45.408077,-122.723058,OR
296,Environment,View Project,M,18-24,married,51dd14116f134163bc075b1e101d9728,iOS,1393647875,33.829743,-84.381529,GA
297,Environment,View Project,F,55+,married,b3e52bdf4ab8471cbcc0df568cb44fe7,iOS,1393647898,41.811929,-87.68732,IL
298,Sports,View Project,M,35-44,single,e790d1952fd149119917efe51958dfdb,android,1393647898,40.847699,-74.160538,NJ
299,Environment,View Project,M,18-24,single,04e25aa907ea4223ae8e261e258ea3b8,iOS,1393647959,37.533682,-121.090835,CA
300,Sports,View Project,M,25-34,married,5bbf9c3b09054085af7a1fc69e09b41d,iOS,1393647966,34.303335,-77.803856,NC
301,Environment,View Project,M,18-24,married,fc28a2501e704332bcede5fefb4c8ae6,iOS,1393648127,39.87529,-105.034487,CO
302,Sports,View Project,F,18-24,single,3c9d244cc2154301b58a9850731048ce,iOS,1393648137,39.872535,-105.034487,CO
303,Environment,View Project,M,18-24,single,ed39c0b5b2284df48aefafaea6e9a21f,android,1393648160,39.867235,-105.004125,CO
304,Environment,View Project,M,55+,single,4fdd2a9af9c4477f9b7da8f82c977e0a,android,1393648177,24.859832,-168.021815,HI
305,Sports,View Project,F,18-24,single,4fdd20299793473ead38a4abeb72a937,iOS,1393648217,45.408374,-122.691388,OR
306,Environment,View Project,M,45-54,married,2738421b4dce4a438f4718d220a7a1e9,iOS,1393648385,39.388638,-87.301367,IN
307,Environment,View Project,F,18-24,married,34b2061a6e2a4d7091166f002a9c8f8e,iOS,1393648436,40.123557,-104.938057,CO
308,Sports,View Project,M,25-34,married,755ad64caa934947bd35b36ef89da15c,iOS,1393648492,39.812688,-85.204359,IN
309,Sports,View Project,U,18-24,single,4459d001feb8438eae5f4ec24abcd992,iOS,1393648699,33.844371,-84.47405,GA
310,Environment,View Project,F,25-34,single,7eaa446aa0154002a02cdd0924b82e30,android,1393648716,38.769906,-93.811697,MO
311,Sports,View Project,U,35-44,married,aa2b7125ffee407d9f914d33af17a065,iOS,1393648720,40.598666,-87.13607,IN
312,Environment,View Project,M,18-24,married,3e6aa56748a34a3ca9680ba197b7cf02,iOS,1393648745,40.094787,-105.278083,CO
313,Sports,View Project,F,55+,married,f89a044ccb4945dc92052f83f958f3ee,android,1393648761,40.662195,-73.912945,NY
314,Sports,View Project,F,45-54,married,da9516dea6404af19e076f27c31007ae,iOS,1393648887,40.271322,-79.251145,PA
315,Sports,View Project,F,18-24,single,b40ad6cc7c1345728b8b4d37ddd8a656,android,1393648915,33.724907,-84.468329,GA
316,Sports,View Project,U,18-24,married,f7b7130ad99147e594df268cf24faccb,android,1393648928,37.912274,-121.843071,CA
317,Environment,View Project,F,35-44,married,902005ebff3845faaaa7ec81906a966a,iOS,1393648954,40.779211,-86.749521,IN
318,Environment,View Project,M,25-34,single,ec7504aea61742cdad35e47fe743f238,android,1393648964,40.948706,-81.571443,OH
319,Sports,View Project,M,18-24,married,98f33329a068441cbe87c07252acf365,android,1393649112,40.602048,-76.154856,PA
320,Sports,View Project,M,25-34,married,44d837a1dc684ca7812cf77ac55e1e4b,android,1393649158,42.097156,-80.09283,PA
321,Environment,View Project,M,18-24,married,87ba0eb49bc04de9b50d9a5655f9bee6,iOS,1393649163,33.752456,-84.392026,GA
322,Sports,View Project,M,35-44,single,71afcd3af9474734b8a316bafce14e46,android,1393649207,33.819266,-118.232453,CA
323,Environment,View Project,F,45-54,single,ab00b05f9ff0404aaf067f84aa187434,android,1393649207,32.7374,-117.087313,CA
324,Environment,View Project,M,18-24,married,b7cf2fafaa784a83a3b7513c32961e6a,iOS,1393649210,40.122477,-104.935838,CO
325,Sports,View Project,F,18-24,single,59fe43e1d7bb43f0bf9ad3a53f223468,iOS,1393649239,45.408374,-122.691388,OR
326,Environment,View Project,F,18-24,married,0ab11b47b9a5413abcf1bc96b2f79e6f,iOS,1393649351,45.408374,-122.691388,OR
327,Environment,View Project,M,25-34,married,de80e170a83d4cc6894e45888e9b8f41,android,1393649386,30.427402,-97.719678,TX
328,Environment,View Project,F,18-24,married,17a8cdd85498475b9052bb72242a81d1,android,1393649423,39.857259,-105.12344,CO
329,Environment,View Project,F,25-34,married,3549bf5e01f84240a8d297067ae21c0f,iOS,1393649432,41.779799,-72.621365,CT
330,Sports,View Project,F,45-54,married,15ea4f834687408d8e3a7e6028c3d466,iOS,1393649455,37.785068,-87.527383,KY
331,Environment,View Project,M,18-24,married,e53b668a17774862b38021d38c8df54c,iOS,1393649474,38.886849,-76.865764,MD
332,Sports,View Project,M,18-24,married,a275765234de4eb494ac3426de5c294e,android,1393649515,33.844371,-84.47405,GA
333,Sports,View Project,M,45-54,single,698d7f9bd99f4b14bf2c1982858bec95,iOS,1393649538,42.937765,-87.998935,WI
334,Environment,View Project,M,25-34,married,1977251292a64880b10f87d40f60858b,android,1393649541,39.969036,-83.011389,OH
335,Environment,View Project,M,55+,single,efbe28d6c50045e4a8e00af6a13a7089,android,1393649704,33.786594,-118.298662,CA
336,Sports,View Project,M,35-44,single,b123c6c9a1dc4c2f837a4e20d768c947,iOS,1393649724,41.313304,-81.440435,OH
337,Sports,View Project,F,35-44,married,a6945bd18f054c37805073dde12d182e,android,1393649834,35.24346,-90.011979,TN
338,Environment,View Project,F,18-24,married,a859538b8571493483e0de8ef4a19aa3,iOS,1393649845,40.165634,-105.1633,CO
339,Environment,View Project,M,18-24,married,f11a200fa6e84ce2a76d7ecc6efbc384,iOS,1393649856,39.84709,-85.974081,IN
340,Sports,View Project,F,18-24,single,54d02577f8b346babeae8645dabd70a5,android,1393649990,33.752456,-84.392026,GA
341,Environment,View Project,U,18-24,married,f19630a51eed4e79aaa9313f451a8d64,iOS,1393649993,39.81599,-105.475322,CO
342,Sports,View Project,U,18-24,married,15509545a62b4931938802aa10fd6cc4,iOS,1393650024,45.408374,-122.691388,OR
343,Environment,View Project,F,18-24,married,1dcd966cc78c4f0d91d7f87d9a1cb63d,iOS,1393650109,39.980835,-105.269915,CO
344,Environment,View Project,F,18-24,married,aab737be77854788bcf9455a6d58684d,iOS,1393650162,45.343615,-122.664926,OR
345,Sports,View Project,M,18-24,married,9386f664ec5d478486fb4de30fef0775,iOS,1393650163,40.026334,-105.104899,CO
346,Sports,View Project,F,18-24,married,9711a3cc664746b5928b1464d694ead9,iOS,1393650264,33.794055,-84.377326,GA
347,Sports,View Project,M,18-24,married,4fbfa65801254fcfb81a26de2de1402c,iOS,1393650266,33.834989,-84.386826,GA
348,Environment,View Project,F,18-24,married,c94b375da10e4238b8ebe3243d93e9f6,iOS,1393650282,33.797854,-84.387726,GA
349,Environment,View Project,M,18-24,married,6084e330f8f444afad8cc6f9d4a61b45,android,1393650404,40.094787,-105.278083,CO
350,Environment,View Project,M,18-24,single,d349c99374ef4c2c8aabd3a9151beae2,android,1393650471,44.337793,-94.070153,MN
351,Environment,View Project,M,45-54,single,0db9d8cf126c44de842571c526a92ae3,iOS,1393650480,40.02701,-81.582025,OH
352,Environment,View Project,F,35-44,single,946a6b7046964b8d90b8a8598bb658ed,android,1393650489,33.786594,-118.298662,CA
353,Sports,View Project,M,18-24,married,d2c0461b290542e5be43a0eba23da07d,iOS,1393650520,40.159043,-105.212558,CO
354,Environment,View Project,F,18-24,married,2b777e6f54e24862bf27824deb1050e6,iOS,1393650654,45.343615,-122.664926,OR
355,Environment,View Project,M,25-34,married,6123828512c24fcd909f4385133a9d1e,android,1393650704,48.080148,-122.1064,WA
356,Sports,View Project,F,18-24,single,79f8ef389cdf44879f3b90e9235d1d3b,android,1393650753,45.343615,-122.664926,OR
357,Environment,View Project,M,25-34,married,c202f1d10c0242ffb530b27b335745b3,iOS,1393650779,40.167712,-82.869636,OH
358,Sports,View Project,M,55+,married,c3b009a86e7c45278ddc23adbfd47501,iOS,1393650817,39.779078,-87.221819,IN
359,Environment,View Project,M,18-24,married,44c87530797243e0a68f975c25c1f606,iOS,1393650818,39.031541,-86.838359,IN
360,Environment,View Project,F,55+,married,4c39aa46c32f41f39f71f038224b41ee,iOS,1393650845,30.124558,-95.401815,TX
361,Sports,View Project,F,45-54,married,6ae1924a505648dcb67527b548e51561,iOS,1393650945,29.887204,-90.033138,LA
362,Environment,View Project,U,55+,married,5e65d992142944049b74762df98c0682,iOS,1393651058,40.487135,-82.512463,OH
363,Sports,View Project,F,18-24,married,a68b93d331ee4d8e9579b88996a84975,iOS,1393651072,39.863369,-105.172429,CO
364,Environment,View Project,F,18-24,married,e262ad008d6d4593841a83a485f4762f,iOS,1393651117,33.794055,-84.377326,GA
365,Sports,View Project,M,35-44,married,05ce0e91e6c5494abb744ba72165d2dc,iOS,1393651234,40.15178,-85.265562,IN
366,Sports,View Project,F,45-54,married,cddb90f8134d485cb1240a8d321dca67,android,1393651334,41.468729,-87.938034,IL
367,Environment,View Project,M,25-34,single,3fdb90bb1ef8431cbb347ff3f5c0570d,android,1393651370,40.582381,-75.591132,PA
368,Sports,View Project,M,18-24,single,ed0acaa35e5f40629235cfb37e0d86b6,android,1393651414,39.196032,-96.583875,KS
369,Sports,View Project,F,25-34,married,1fbaf6f3a2d6442cb822a665381de29a,iOS,1393651446,39.712361,-87.222646,IN
370,Environment,View Project,F,18-24,single,3bac3099d14d42ce8385d33a648edc80,iOS,1393651512,40.189788,-105.35528,CO
371,Sports,View Project,M,25-34,married,de77a3ccb4484e529d64bf360adf8b75,android,1393651536,39.979714,-87.734359,IL
372,Sports,View Project,F,55+,single,48ce064cbb954e9b84052c59443f7b2f,iOS,1393651663,41.604786,-72.871945,CT
373,Sports,View Project,M,55+,married,56b6b2e9ddc740e88ab0677577e62c07,iOS,1393651673,30.223802,-95.357716,TX
374,Environment,View Project,M,35-44,single,c9b7f4e1ef1a4947b9f7ac811b4769c3,iOS,1393651686,40.602633,-75.472276,PA
375,Sports,View Project,M,45-54,married,9f8ed97ea9794cfb9aa35278d1790ef3,android,1393651690,27.916038,-82.734299,FL
376,Environment,View Project,M,35-44,single,7c9f0c68c0b54e6781f8b2644870bc6e,iOS,1393651693,33.379728,-112.112254,AZ
377,Sports,View Project,M,18-24,married,ae56e64016f945c5b86d4ac140488e69,android,1393651770,36.29589,-94.12368,AR
378,Environment,View Project,F,18-24,married,2d57d0e781594847bed9c694defee914,android,1393651804,45.45509,-122.696724,OR
379,Environment,View Project,U,25-34,married,d8431965ef7246fba2348ed249c3505c,iOS,1393651856,40.395796,-111.803101,UT
380,Environment,View Project,M,55+,married,e140b95ba40443b8b06270e684654645,iOS,1393651888,39.01849,-87.389047,IN
381,Sports,View Project,M,55+,married,efb97ad195924dc6939edeaaefce8e76,iOS,1393651896,37.448044,-94.819212,KS
382,Sports,View Project,F,18-24,single,83b567d4306b43f39aab6e66409e939a,android,1393652007,33.932551,-84.462379,GA
383,Sports,View Project,F,18-24,married,e7df099e9c7b4f17b476d778bf509acb,android,1393652058,39.835086,-105.105775,CO
384,Environment,View Project,U,18-24,married,7e00a017ee2d41499f1f91e093c34e9f,android,1393652077,33.724907,-84.468329,GA
385,Sports,View Project,M,45-54,married,db0866d6c91249f5846515dac0e2f41d,iOS,1393652287,40.760601,-73.930984,NY
386,Sports,View Project,F,55+,married,28f527a593ba4d99bf3d9720357af512,android,1393652352,36.826248,-108.100535,NM
387,Environment,View Project,F,18-24,single,2262ad68304f49908906e86b8609ffdb,iOS,1393652392,45.45509,-122.696724,OR
388,Environment,View Project,M,18-24,single,585b30a298e54d508004505764080cf7,android,1393652422,33.760505,-84.399626,GA
389,Environment,View Project,M,18-24,married,8f3ebed30dc5406e92db03009b912dd3,iOS,1393652489,33.760505,-84.399626,GA
390,Environment,View Project,M,18-24,married,98742246b8104508b0fc50934c5456a7,iOS,1393652535,33.834989,-84.386826,GA
